representation,trial_index,c_value,class_weight,repeat_index,fold_index,macro_auroc,balanced_accuracy,composite_score
uni2,6,0.1,none,2,4,0.8184801068496721,0.4571428571428572,0.6378114819962646
uni2,7,0.1,balanced,0,0,0.7603462674891247,0.3224489795918367,0.5413976235404807
uni2,7,0.1,balanced,0,1,0.8229810406984319,0.41666666666666663,0.6198238536825493
uni2,7,0.1,balanced,0,2,0.807522622305231,0.46904761904761905,0.6382851206764251
uni2,7,0.1,balanced,0,3,0.8137092074592074,0.4523809523809524,0.6330450799200799
uni2,7,0.1,balanced,0,4,0.7874863361276405,0.35714285714285715,0.5723145966352489
uni2,7,0.1,balanced,1,0,0.8117960082245798,0.3091836734693878,0.5604898408469838
uni2,7,0.1,balanced,1,1,0.8499713149169672,0.4928571428571429,0.671414228887055
uni2,7,0.1,balanced,1,2,0.8511103208385817,0.4095238095238095,0.6303170651811956
uni2,7,0.1,balanced,1,3,0.8070300532800533,0.42857142857142855,0.6178007409257409
uni2,7,0.1,balanced,1,4,0.8139000130304479,0.4023809523809524,0.6081404827057002
uni2,7,0.1,balanced,2,0,0.8183546347832061,0.44013605442176873,0.6292453446024875
uni2,7,0.1,balanced,2,1,0.8558448797579233,0.5928571428571429,0.7243510113075331
uni2,7,0.1,balanced,2,2,0.8255254890037499,0.5047619047619047,0.6651436968828273
uni2,7,0.1,balanced,2,3,0.8247111222111222,0.3452380952380953,0.5849746087246087
uni2,7,0.1,balanced,2,4,0.817397855767421,0.4571428571428572,0.6372703564551391
uni2,8,1.0,none,0,0,0.7484865927723071,0.3224489795918367,0.5354677861820719
uni2,8,1.0,none,0,1,0.8277081071102811,0.41666666666666663,0.6221873868884739
uni2,8,1.0,none,0,2,0.8163605778279691,0.46904761904761905,0.6427040984377941
uni2,8,1.0,none,0,3,0.8012520812520812,0.40476190476190477,0.603006993006993
uni2,8,1.0,none,0,4,0.7681623268036312,0.3857142857142857,0.5769383062589584
uni2,8,1.0,none,1,0,0.811433460719175,0.3663265306122449,0.5888799956657099
uni2,8,1.0,none,1,1,0.8395417082917083,0.44523809523809527,0.6423899017649017
uni2,8,1.0,none,1,2,0.8418509570140005,0.4095238095238095,0.6256873832689049
uni2,8,1.0,none,1,3,0.7921886446886447,0.40476190476190477,0.5984752747252747
uni2,8,1.0,none,1,4,0.8030909670040105,0.4023809523809524,0.6027359596924815
